description,unspsc_code
"Line item - Aluminum flashing roll, quantity: 1, unit cost: $131.96",30151504
"Delivery note: 10 pcs of Galvanized steel beam, unit rate: $196.86",30102301
"Line item - Insulated copper wire 100m, quantity: 3, unit cost: $187.9",26121524
"Qty: 5, Galvanized steel beam, Price: $141.41 per unit",30102301
"Billed: Galvanized steel beam, 2 units @ $185.59",30102301
"Billed: Gypsum board 1200x2400mm, 1 units @ $146.39",30161501
"Qty: 3, Gypsum board 1200x2400mm, Price: $94.2 per unit",30161501
"Billed: Aluminum flashing roll, 2 units @ $189.9",30151504
"Qty: 25, Insulated copper wire 100m, Price: $45.55 per unit",26121524
Ordered 2 Insulated copper wire 100m - $219.83/unit,26121524
"Qty: 5, Insulated copper wire 100m, Price: $141.79 per unit",26121524
"Delivery note: 3 pcs of Galvanized steel beam, unit rate: $64.79",30102301
"Order: 10 of Interior wall primer 5L, price per item $211.55",31211503
"Qty: 2, Galvanized steel beam, Price: $207.19 per unit",30102301
"Order: 12 of Insulated copper wire 100m, price per item $44.86",26121524
"Line item - Gypsum board 1200x2400mm, quantity: 5, unit cost: $132.22",30161501
Ordered 25 Gypsum board 1200x2400mm - $125.05/unit,30161501
Invoice for 10 units of LED desk lamp at $171.12 each,39111510
Invoice for 10 units of LED desk lamp at $81.81 each,39111510
"Delivery note: 2 pcs of LED desk lamp, unit rate: $148.27",39111510
"Qty: 1, Bluetooth headphones, Price: $14.8 per unit",52161514
"Line item - Wireless presenter remote, quantity: 10, unit cost: $189.61",43211711
"Order: 1 of Portable power bank 10000mAh, price per item $174.8",39121006
"Line item - External SSD 1TB, quantity: 25, unit cost: $49.55",43201803
"Delivery note: 3 pcs of External SSD 1TB, unit rate: $71.05",43201803
"Procured 10 x LED desk lamp, unit price: $229.95",39111510
"Delivery note: 12 pcs of Wireless presenter remote, unit rate: $90.36",43211711
"Procured 12 x Wireless presenter remote, unit price: $170.43",43211711
"Delivery note: 25 pcs of Mini desktop PC, unit rate: $36.83",43211507
"Procured 1 x Wireless presenter remote, unit price: $190.52",43211711
"Qty: 2, Mini desktop PC, Price: $90.42 per unit",43211507
"Line item - Mini desktop PC, quantity: 10, unit cost: $153.24",43211507
"Delivery note: 3 pcs of Wireless presenter remote, unit rate: $193.97",43211711
"Qty: 2, LED desk lamp, Price: $78.94 per unit",39111510
"Procured 2 x Mini desktop PC, unit price: $125.65",43211507
Invoice for 2 units of Wireless presenter remote at $96.08 each,43211711
"Procured 25 x Mini desktop PC, unit price: $199.33",43211507
"Order: 12 of Portable power bank 10000mAh, price per item $198.86",39121006
"Delivery note: 25 pcs of Bluetooth headphones, unit rate: $44.12",52161514
Ordered 3 External SSD 1TB - $80.41/unit,43201803
"Qty: 1, Bluetooth headphones, Price: $77.26 per unit",52161514
"Delivery note: 1 pcs of Portable power bank 10000mAh, unit rate: $220.6",39121006
"Billed: Wireless presenter remote, 3 units @ $33.53",43211711
"Procured 1 x External SSD 1TB, unit price: $90.37",43201803
Ordered 25 Wireless presenter remote - $85.63/unit,43211711
Invoice for 5 units of LED desk lamp at $204.03 each,39111510
"Line item - Wireless presenter remote, quantity: 10, unit cost: $40.23",43211711
Invoice for 25 units of Mini desktop PC at $216.18 each,43211507
"Qty: 5, LED desk lamp, Price: $129.53 per unit",39111510
"Delivery note: 10 pcs of Portable power bank 10000mAh, unit rate: $103.35",39121006
Misc line - unknown item,00000000
